,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"Cluster 16, FIRST_CPD",0.606,0.016,0.574,0.637,0.001,0.0,1063.0,955.0,
"Cluster 16, FIRST_CHF",0.942,0.009,0.925,0.959,0.0,0.0,965.0,887.0,
"Cluster 16, FIRST_COAGULOPATHY",0.024,0.005,0.014,0.034,0.0,0.0,948.0,897.0,
"Cluster 16, FIRST_DEF_ANAEMIA",0.159,0.014,0.133,0.186,0.0,0.0,926.0,905.0,
"Cluster 16, FIRST_DEPRESSION",0.167,0.016,0.137,0.198,0.001,0.0,862.0,950.0,
"Cluster 16, FIRST_DIAB_COMP",0.014,0.005,0.006,0.023,0.0,0.0,1025.0,949.0,
"Cluster 16, FIRST_DIAB",0.352,0.018,0.319,0.389,0.001,0.0,983.0,756.0,
"Cluster 16, FIRST_DRUG_ABUSE",0.002,0.002,0.0,0.007,0.0,0.0,983.0,907.0,
"Cluster 16, FIRST_FED",0.589,0.02,0.55,0.627,0.001,0.0,976.0,906.0,
"Cluster 16, FIRST_HYPERTENSION",0.739,0.016,0.707,0.768,0.001,0.0,935.0,933.0,
"Cluster 16, FIRST_HYPERTENSION_COMP",0.033,0.007,0.021,0.047,0.0,0.0,937.0,934.0,
"Cluster 16, FIRST_HYPOTHYROIDISM",0.139,0.014,0.115,0.167,0.0,0.0,854.0,905.0,
"Cluster 16, FIRST_LIVER_DISEASE",0.153,0.013,0.125,0.177,0.0,0.0,944.0,936.0,
"Cluster 16, FIRST_LYMPHOMA",0.035,0.007,0.021,0.049,0.0,0.0,916.0,1015.0,
"Cluster 16, FIRST_METASTATIC_CANCER",0.005,0.003,0.001,0.012,0.0,0.0,1030.0,975.0,
"Cluster 16, FIRST_OBESITY",0.289,0.017,0.257,0.323,0.001,0.0,889.0,1025.0,
"Cluster 16, FIRST_OND",0.107,0.012,0.086,0.132,0.0,0.0,891.0,989.0,
"Cluster 16, FIRST_PARALYSIS",0.044,0.008,0.029,0.058,0.0,0.0,967.0,888.0,
"Cluster 16, FIRST_PEP_ULCER",0.018,0.004,0.01,0.026,0.0,0.0,958.0,910.0,
"Cluster 16, FIRST_PVD",0.183,0.016,0.155,0.215,0.001,0.0,924.0,879.0,
"Cluster 16, FIRST_PSYCHOSES",0.008,0.003,0.002,0.014,0.0,0.0,1062.0,872.0,
"Cluster 16, FIRST_PCD",0.398,0.018,0.365,0.431,0.001,0.0,1117.0,1026.0,
"Cluster 16, FIRST_RENAL_DISEASE",0.406,0.018,0.371,0.442,0.001,0.0,1006.0,942.0,
"Cluster 16, FIRST_RA",0.064,0.009,0.047,0.082,0.0,0.0,984.0,886.0,
"Cluster 16, FIRST_CANCER",0.085,0.011,0.066,0.107,0.0,0.0,1007.0,829.0,
"Cluster 16, FIRST_VALVULAR_DISEASE",0.427,0.019,0.393,0.465,0.001,0.0,1030.0,873.0,
"Cluster 16, FIRST_WEIGHT_LOSS",0.032,0.007,0.02,0.046,0.0,0.0,920.0,815.0,
"Cluster 17, FIRST_BL_ANAEMIA",0.011,0.005,0.003,0.02,0.0,0.0,1132.0,970.0,
"Cluster 17, FIRST_ARRYTHMIA",0.392,0.021,0.349,0.429,0.001,0.0,886.0,937.0,
"Cluster 17, FIRST_CPD",0.33,0.02,0.293,0.372,0.001,0.0,939.0,973.0,
"Cluster 17, FIRST_CHF",0.399,0.021,0.359,0.442,0.001,0.0,1123.0,1071.0,
"Cluster 17, FIRST_COAGULOPATHY",0.023,0.007,0.011,0.037,0.0,0.0,908.0,939.0,
"Cluster 17, FIRST_DEF_ANAEMIA",0.2,0.018,0.165,0.234,0.001,0.0,943.0,982.0,
"Cluster 17, FIRST_DEPRESSION",0.142,0.016,0.111,0.173,0.001,0.0,1019.0,930.0,
"Cluster 17, FIRST_DIAB_COMP",0.075,0.011,0.053,0.097,0.0,0.0,1019.0,898.0,
"Cluster 17, FIRST_DIAB",0.357,0.022,0.315,0.402,0.001,0.001,942.0,1000.0,
"Cluster 17, FIRST_DRUG_ABUSE",0.013,0.005,0.005,0.024,0.0,0.0,1057.0,935.0,
"Cluster 17, FIRST_FED",0.509,0.021,0.471,0.554,0.001,0.0,915.0,945.0,
"Cluster 17, FIRST_HYPERTENSION",0.919,0.012,0.895,0.94,0.0,0.0,740.0,724.0,
"Cluster 17, FIRST_HYPERTENSION_COMP",0.733,0.02,0.697,0.775,0.001,0.0,1027.0,975.0,
"Cluster 17, FIRST_HYPOTHYROIDISM",0.091,0.011,0.07,0.114,0.0,0.0,913.0,879.0,
"Cluster 17, FIRST_LIVER_DISEASE",0.081,0.013,0.059,0.109,0.0,0.0,977.0,908.0,
"Cluster 17, FIRST_LYMPHOMA",0.066,0.011,0.047,0.088,0.0,0.0,971.0,789.0,
"Cluster 17, FIRST_METASTATIC_CANCER",0.037,0.009,0.02,0.054,0.0,0.0,750.0,944.0,
"Cluster 17, FIRST_OBESITY",0.171,0.016,0.139,0.201,0.001,0.0,994.0,936.0,
"Cluster 17, FIRST_OND",0.149,0.016,0.12,0.181,0.0,0.0,1011.0,757.0,
"Cluster 17, FIRST_PARALYSIS",0.038,0.01,0.021,0.058,0.0,0.0,980.0,841.0,
"Cluster 17, FIRST_PEP_ULCER",0.057,0.01,0.04,0.078,0.0,0.0,823.0,915.0,
"Cluster 17, FIRST_PVD",0.329,0.021,0.285,0.366,0.001,0.001,847.0,820.0,
"Cluster 17, FIRST_PSYCHOSES",0.016,0.005,0.008,0.026,0.0,0.0,1071.0,996.0,
"Cluster 17, FIRST_PCD",0.067,0.011,0.047,0.087,0.0,0.0,1055.0,881.0,
"Cluster 17, FIRST_RENAL_DISEASE",0.97,0.008,0.956,0.984,0.0,0.0,1035.0,941.0,
"Cluster 17, FIRST_RA",0.09,0.012,0.067,0.113,0.0,0.0,961.0,870.0,
"Cluster 17, FIRST_CANCER",0.22,0.017,0.188,0.253,0.001,0.0,780.0,645.0,
"Cluster 17, FIRST_VALVULAR_DISEASE",0.235,0.02,0.193,0.269,0.001,0.0,972.0,935.0,
"Cluster 17, FIRST_WEIGHT_LOSS",0.103,0.014,0.076,0.133,0.0,0.0,1033.0,990.0,
"Cluster 18, FIRST_BL_ANAEMIA",0.001,0.001,0.0,0.002,0.0,0.0,965.0,973.0,
"Cluster 18, FIRST_ARRYTHMIA",0.869,0.008,0.855,0.884,0.0,0.0,936.0,903.0,
"Cluster 18, FIRST_CPD",0.196,0.009,0.178,0.212,0.0,0.0,828.0,943.0,
"Cluster 18, FIRST_CHF",0.998,0.001,0.996,0.999,0.0,0.0,958.0,941.0,
"Cluster 18, FIRST_COAGULOPATHY",0.007,0.002,0.004,0.012,0.0,0.0,935.0,878.0,
"Cluster 18, FIRST_DEF_ANAEMIA",0.045,0.005,0.036,0.053,0.0,0.0,879.0,888.0,
"Cluster 18, FIRST_DEPRESSION",0.103,0.007,0.091,0.117,0.0,0.0,1202.0,952.0,
"Cluster 18, FIRST_DIAB_COMP",0.006,0.002,0.003,0.009,0.0,0.0,1092.0,846.0,
"Cluster 18, FIRST_DIAB",0.156,0.009,0.139,0.175,0.0,0.0,1029.0,876.0,
"Cluster 18, FIRST_DRUG_ABUSE",0.002,0.001,0.0,0.004,0.0,0.0,1067.0,908.0,
"Cluster 18, FIRST_FED",0.08,0.007,0.069,0.094,0.0,0.0,990.0,981.0,
"Cluster 18, FIRST_HYPERTENSION",0.549,0.011,0.526,0.571,0.0,0.0,983.0,872.0,
"Cluster 18, FIRST_HYPERTENSION_COMP",0.025,0.004,0.019,0.033,0.0,0.0,924.0,793.0,
"Cluster 18, FIRST_HYPOTHYROIDISM",0.044,0.005,0.035,0.054,0.0,0.0,936.0,925.0,
"Cluster 18, FIRST_LIVER_DISEASE",0.022,0.003,0.016,0.029,0.0,0.0,874.0,907.0,
"Cluster 18, FIRST_LYMPHOMA",0.008,0.002,0.004,0.013,0.0,0.0,814.0,1005.0,
"Cluster 18, FIRST_METASTATIC_CANCER",0.001,0.001,0.0,0.002,0.0,0.0,1064.0,981.0,
"Cluster 18, FIRST_OBESITY",0.148,0.009,0.132,0.165,0.0,0.0,1002.0,975.0,
"Cluster 18, FIRST_OND",0.196,0.009,0.178,0.212,0.0,0.0,1033.0,834.0,
"Cluster 18, FIRST_PARALYSIS",0.005,0.002,0.002,0.008,0.0,0.0,978.0,942.0,
"Cluster 18, FIRST_PEP_ULCER",0.014,0.003,0.009,0.019,0.0,0.0,1033.0,699.0,
"Cluster 18, FIRST_PVD",0.067,0.006,0.055,0.079,0.0,0.0,873.0,880.0,
"Cluster 18, FIRST_PSYCHOSES",0.003,0.001,0.001,0.006,0.0,0.0,912.0,1023.0,
"Cluster 18, FIRST_PCD",0.062,0.006,0.052,0.073,0.0,0.0,1177.0,855.0,
"Cluster 18, FIRST_RENAL_DISEASE",0.124,0.007,0.111,0.14,0.0,0.0,1016.0,847.0,
"Cluster 18, FIRST_RA",0.026,0.004,0.019,0.034,0.0,0.0,860.0,915.0,
"Cluster 18, FIRST_CANCER",0.064,0.005,0.054,0.075,0.0,0.0,993.0,914.0,
"Cluster 18, FIRST_VALVULAR_DISEASE",0.477,0.012,0.453,0.499,0.0,0.0,967.0,825.0,
"Cluster 18, FIRST_WEIGHT_LOSS",0.011,0.002,0.006,0.015,0.0,0.0,990.0,1026.0,
"Cluster 19, FIRST_BL_ANAEMIA",0.009,0.003,0.004,0.016,0.0,0.0,986.0,942.0,
"Cluster 19, FIRST_ARRYTHMIA",0.647,0.017,0.616,0.68,0.001,0.0,875.0,842.0,
"Cluster 19, FIRST_CPD",0.346,0.018,0.312,0.381,0.001,0.0,939.0,881.0,
"Cluster 19, FIRST_CHF",0.613,0.017,0.582,0.647,0.001,0.0,1015.0,873.0,
"Cluster 19, FIRST_COAGULOPATHY",0.045,0.008,0.032,0.061,0.0,0.0,1077.0,698.0,
"Cluster 19, FIRST_DEF_ANAEMIA",0.28,0.015,0.254,0.312,0.001,0.0,762.0,1015.0,
"Cluster 19, FIRST_DEPRESSION",0.221,0.015,0.193,0.251,0.0,0.0,1089.0,905.0,
"Cluster 19, FIRST_DIAB_COMP",0.95,0.008,0.934,0.966,0.0,0.0,903.0,886.0,
"Cluster 19, FIRST_DIAB",0.996,0.002,0.991,0.999,0.0,0.0,1012.0,940.0,
"Cluster 19, FIRST_DRUG_ABUSE",0.014,0.004,0.008,0.024,0.0,0.0,1146.0,1021.0,
"Cluster 19, FIRST_FED",0.49,0.018,0.458,0.527,0.001,0.0,907.0,1062.0,
"Cluster 19, FIRST_HYPERTENSION",0.909,0.01,0.89,0.929,0.0,0.0,867.0,863.0,
"Cluster 19, FIRST_HYPERTENSION_COMP",0.077,0.01,0.059,0.096,0.0,0.0,1009.0,1072.0,
"Cluster 19, FIRST_HYPOTHYROIDISM",0.056,0.008,0.04,0.072,0.0,0.0,1077.0,981.0,
"Cluster 19, FIRST_LIVER_DISEASE",0.146,0.011,0.127,0.171,0.0,0.0,1027.0,981.0,
"Cluster 19, FIRST_LYMPHOMA",0.028,0.006,0.017,0.04,0.0,0.0,1042.0,992.0,
"Cluster 19, FIRST_METASTATIC_CANCER",0.013,0.004,0.006,0.021,0.0,0.0,959.0,897.0,
"Cluster 19, FIRST_OBESITY",0.336,0.016,0.301,0.365,0.001,0.0,830.0,1016.0,
"Cluster 19, FIRST_OND",0.344,0.017,0.313,0.378,0.001,0.0,958.0,819.0,
"Cluster 19, FIRST_PARALYSIS",0.086,0.009,0.068,0.103,0.0,0.0,1093.0,923.0,
"Cluster 19, FIRST_PEP_ULCER",0.074,0.009,0.058,0.092,0.0,0.0,996.0,787.0,
"Cluster 19, FIRST_PVD",0.352,0.016,0.318,0.381,0.001,0.0,985.0,948.0,
"Cluster 19, FIRST_PSYCHOSES",0.014,0.004,0.006,0.021,0.0,0.0,954.0,907.0,
"Cluster 19, FIRST_PCD",0.104,0.011,0.084,0.125,0.0,0.0,998.0,629.0,
"Cluster 19, FIRST_RENAL_DISEASE",0.475,0.017,0.441,0.506,0.0,0.0,1100.0,1017.0,
"Cluster 19, FIRST_RA",0.042,0.007,0.029,0.057,0.0,0.0,908.0,921.0,
"Cluster 19, FIRST_CANCER",0.172,0.013,0.146,0.196,0.0,0.0,1061.0,941.0,
"Cluster 19, FIRST_VALVULAR_DISEASE",0.364,0.017,0.333,0.397,0.001,0.0,968.0,820.0,
"Cluster 19, FIRST_WEIGHT_LOSS",0.111,0.011,0.091,0.136,0.0,0.0,893.0,805.0,
"Cluster 20, FIRST_BL_ANAEMIA",0.094,0.033,0.04,0.16,0.001,0.001,1032.0,1026.0,
"Cluster 20, FIRST_ARRYTHMIA",0.73,0.047,0.635,0.809,0.001,0.001,1064.0,917.0,
"Cluster 20, FIRST_CPD",0.638,0.057,0.531,0.754,0.002,0.001,940.0,936.0,
"Cluster 20, FIRST_CHF",0.885,0.037,0.817,0.953,0.001,0.001,785.0,838.0,
"Cluster 20, FIRST_COAGULOPATHY",0.027,0.02,0.003,0.065,0.001,0.0,1091.0,994.0,
"Cluster 20, FIRST_DEF_ANAEMIA",0.523,0.054,0.418,0.628,0.002,0.001,1032.0,927.0,
"Cluster 20, FIRST_DEPRESSION",0.252,0.045,0.165,0.338,0.001,0.001,930.0,911.0,
"Cluster 20, FIRST_DIAB_COMP",0.524,0.056,0.421,0.636,0.002,0.001,826.0,975.0,
"Cluster 20, FIRST_DIAB",0.949,0.025,0.899,0.988,0.001,0.001,1117.0,951.0,
"Cluster 20, FIRST_DRUG_ABUSE",0.012,0.014,0.001,0.037,0.0,0.0,937.0,1007.0,
"Cluster 20, FIRST_FED",0.791,0.046,0.696,0.876,0.001,0.001,974.0,814.0,
"Cluster 20, FIRST_HYPERTENSION",0.902,0.032,0.841,0.959,0.001,0.001,918.0,873.0,
"Cluster 20, FIRST_HYPERTENSION_COMP",0.284,0.045,0.204,0.378,0.001,0.001,1008.0,854.0,
"Cluster 20, FIRST_HYPOTHYROIDISM",0.193,0.042,0.116,0.278,0.001,0.001,930.0,941.0,
"Cluster 20, FIRST_LIVER_DISEASE",0.163,0.041,0.093,0.244,0.001,0.001,949.0,902.0,
"Cluster 20, FIRST_LYMPHOMA",0.022,0.017,0.001,0.057,0.001,0.0,925.0,983.0,
"Cluster 20, FIRST_METASTATIC_CANCER",0.112,0.034,0.051,0.179,0.001,0.001,961.0,797.0,
"Cluster 20, FIRST_OBESITY",0.703,0.047,0.611,0.79,0.002,0.001,940.0,983.0,
"Cluster 20, FIRST_OND",0.087,0.03,0.039,0.151,0.001,0.001,971.0,1025.0,
"Cluster 20, FIRST_PARALYSIS",0.072,0.033,0.02,0.134,0.001,0.001,937.0,812.0,
"Cluster 20, FIRST_PEP_ULCER",0.082,0.028,0.036,0.141,0.001,0.001,1138.0,983.0,
"Cluster 20, FIRST_PVD",0.314,0.048,0.225,0.404,0.002,0.001,838.0,982.0,
"Cluster 20, FIRST_PSYCHOSES",0.045,0.023,0.012,0.089,0.001,0.001,965.0,1026.0,
"Cluster 20, FIRST_PCD",0.361,0.05,0.258,0.449,0.002,0.001,930.0,772.0,
"Cluster 20, FIRST_RENAL_DISEASE",0.843,0.039,0.761,0.91,0.001,0.001,1022.0,904.0,
"Cluster 20, FIRST_RA",0.091,0.032,0.037,0.153,0.001,0.001,1049.0,1024.0,
"Cluster 20, FIRST_CANCER",0.273,0.051,0.181,0.375,0.002,0.001,1004.0,867.0,
"Cluster 20, FIRST_VALVULAR_DISEASE",0.55,0.055,0.446,0.659,0.002,0.001,996.0,781.0,
"Cluster 20, FIRST_WEIGHT_LOSS",0.081,0.031,0.031,0.147,0.001,0.001,1052.0,939.0,
"Cluster 21, FIRST_BL_ANAEMIA",0.007,0.007,0.0,0.019,0.0,0.0,965.0,992.0,
"Cluster 21, FIRST_ARRYTHMIA",0.744,0.036,0.672,0.811,0.001,0.001,863.0,901.0,
"Cluster 21, FIRST_CPD",0.712,0.039,0.634,0.785,0.001,0.001,959.0,1000.0,
"Cluster 21, FIRST_CHF",0.969,0.017,0.937,0.993,0.001,0.0,1005.0,992.0,
"Cluster 21, FIRST_COAGULOPATHY",0.013,0.011,0.001,0.033,0.0,0.0,973.0,1016.0,
"Cluster 21, FIRST_DEF_ANAEMIA",0.105,0.029,0.056,0.161,0.001,0.001,821.0,973.0,
"Cluster 21, FIRST_DEPRESSION",0.325,0.038,0.258,0.4,0.001,0.001,959.0,915.0,
"Cluster 21, FIRST_DIAB_COMP",0.279,0.039,0.209,0.359,0.001,0.001,994.0,945.0,
"Cluster 21, FIRST_DIAB",0.95,0.02,0.91,0.982,0.001,0.0,1006.0,988.0,
"Cluster 21, FIRST_DRUG_ABUSE",0.013,0.012,0.001,0.033,0.0,0.0,1065.0,990.0,
"Cluster 21, FIRST_FED",0.283,0.042,0.204,0.366,0.001,0.001,1008.0,844.0,
"Cluster 21, FIRST_HYPERTENSION",0.952,0.021,0.911,0.986,0.001,0.0,998.0,907.0,
"Cluster 21, FIRST_HYPERTENSION_COMP",0.017,0.014,0.001,0.044,0.0,0.0,958.0,848.0,
"Cluster 21, FIRST_HYPOTHYROIDISM",0.198,0.034,0.135,0.266,0.001,0.001,1001.0,906.0,
"Cluster 21, FIRST_LIVER_DISEASE",0.028,0.015,0.007,0.06,0.0,0.0,1013.0,912.0,
"Cluster 21, FIRST_LYMPHOMA",0.012,0.01,0.001,0.031,0.0,0.0,939.0,840.0,
"Cluster 21, FIRST_METASTATIC_CANCER",0.009,0.01,0.0,0.027,0.0,0.0,892.0,975.0,
"Cluster 21, FIRST_OBESITY",0.969,0.015,0.941,0.992,0.0,0.0,927.0,1023.0,
"Cluster 21, FIRST_OND",0.175,0.033,0.112,0.239,0.001,0.001,997.0,905.0,
"Cluster 21, FIRST_PARALYSIS",0.031,0.015,0.008,0.063,0.0,0.0,943.0,979.0,
"Cluster 21, FIRST_PEP_ULCER",0.02,0.014,0.003,0.049,0.0,0.0,1001.0,1016.0,
"Cluster 21, FIRST_PVD",0.097,0.026,0.049,0.147,0.001,0.001,956.0,981.0,
"Cluster 21, FIRST_PSYCHOSES",0.039,0.017,0.012,0.073,0.001,0.0,972.0,879.0,
"Cluster 21, FIRST_PCD",0.26,0.039,0.185,0.336,0.001,0.001,941.0,852.0,
"Cluster 21, FIRST_RENAL_DISEASE",0.358,0.045,0.27,0.445,0.001,0.001,976.0,943.0,
"Cluster 21, FIRST_RA",0.038,0.019,0.01,0.074,0.001,0.0,992.0,975.0,
"Cluster 21, FIRST_CANCER",0.172,0.033,0.106,0.234,0.001,0.001,936.0,799.0,
"Cluster 21, FIRST_VALVULAR_DISEASE",0.171,0.034,0.112,0.246,0.001,0.001,1004.0,767.0,
"Cluster 21, FIRST_WEIGHT_LOSS",0.013,0.011,0.001,0.035,0.0,0.0,877.0,820.0,
N,456283.0,,,,,,,,
