,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"Cluster 19, FIRST_CHF",0.001,0,0.001,0.002,0,0,968,1025,NaN
"Cluster 19, FIRST_COAGULOPATHY",0.001,0,0.001,0.002,0,0,1032,943,NaN
"Cluster 19, FIRST_DEF_ANAEMIA",0.07,0.004,0.062,0.077,0,0,1004,906,NaN
"Cluster 19, FIRST_DEPRESSION",0.235,0.007,0.221,0.251,0,0,875,863,NaN
"Cluster 19, FIRST_DIAB_COMP",0.001,0,0.001,0.001,0,0,999,915,NaN
"Cluster 19, FIRST_DIAB",0.065,0.003,0.058,0.07,0,0,1049,934,NaN
"Cluster 19, FIRST_DRUG_ABUSE",0.001,0,0.001,0.002,0,0,1055,981,NaN
"Cluster 19, FIRST_FED",0.002,0.001,0.001,0.004,0,0,945,984,NaN
"Cluster 19, FIRST_HYPERTENSION",0.021,0.008,0.009,0.038,0,0,751,843,NaN
"Cluster 19, FIRST_HYPERTENSION_COMP",0.001,0,0.001,0.001,0,0,857,962,NaN
"Cluster 19, FIRST_HYPOTHYROIDISM",0.128,0.004,0.12,0.136,0,0,940,931,NaN
"Cluster 19, FIRST_LIVER_DISEASE",0.009,0.002,0.006,0.013,0,0,1091,1062,NaN
"Cluster 19, FIRST_LYMPHOMA",0.004,0.001,0.003,0.006,0,0,923,944,NaN
"Cluster 19, FIRST_METASTATIC_CANCER",0.001,0,0.001,0.001,0,0,1054,908,NaN
"Cluster 19, FIRST_OBESITY",0.098,0.005,0.088,0.108,0,0,895,907,NaN
"Cluster 19, FIRST_OND",0.01,0.003,0.005,0.015,0,0,944,828,NaN
"Cluster 19, FIRST_PARALYSIS",0.001,0,0.001,0.002,0,0,1042,906,NaN
"Cluster 19, FIRST_PEP_ULCER",0.01,0.002,0.007,0.013,0,0,1033,876,NaN
"Cluster 19, FIRST_PVD",0.002,0,0.001,0.002,0,0,1017,980,NaN
"Cluster 19, FIRST_PSYCHOSES",0.001,0,0.001,0.002,0,0,929,908,NaN
"Cluster 19, FIRST_PCD",0.006,0.001,0.004,0.008,0,0,1008,855,NaN
"Cluster 19, FIRST_RENAL_DISEASE",0.002,0.001,0.001,0.003,0,0,1034,792,NaN
"Cluster 19, FIRST_RA",0.014,0.002,0.011,0.018,0,0,1077,1026,NaN
"Cluster 19, FIRST_CANCER",0.147,0.006,0.134,0.158,0,0,984,998,NaN
"Cluster 19, FIRST_VALVULAR_DISEASE",0.002,0.001,0.001,0.003,0,0,978,909,NaN
"Cluster 19, FIRST_WEIGHT_LOSS",0.051,0.003,0.045,0.057,0,0,953,834,NaN
"Cluster 20, FIRST_BL_ANAEMIA",0.005,0.002,0.002,0.01,0,0,940,940,NaN
"Cluster 20, FIRST_ARRYTHMIA",0.545,0.017,0.51,0.577,0.001,0,934,771,NaN
"Cluster 20, FIRST_CPD",0.293,0.015,0.265,0.323,0,0,970,979,NaN
"Cluster 20, FIRST_CHF",0.552,0.02,0.512,0.589,0.001,0,848,1072,NaN
"Cluster 20, FIRST_COAGULOPATHY",0.014,0.003,0.008,0.021,0,0,859,906,NaN
"Cluster 20, FIRST_DEF_ANAEMIA",0.17,0.012,0.147,0.193,0,0,946,968,NaN
"Cluster 20, FIRST_DEPRESSION",0.077,0.008,0.061,0.095,0,0,968,908,NaN
"Cluster 20, FIRST_DIAB_COMP",0.015,0.004,0.007,0.023,0,0,895,600,NaN
"Cluster 20, FIRST_DIAB",0.207,0.012,0.183,0.231,0,0,657,993,NaN
"Cluster 20, FIRST_DRUG_ABUSE",0.004,0.002,0.001,0.007,0,0,871,882,NaN
"Cluster 20, FIRST_FED",0.472,0.017,0.442,0.506,0.001,0,1041,1027,NaN
"Cluster 20, FIRST_HYPERTENSION",0.782,0.013,0.758,0.808,0,0,981,1026,NaN
"Cluster 20, FIRST_HYPERTENSION_COMP",0.773,0.044,0.689,0.858,0.001,0.001,833,921,NaN
"Cluster 20, FIRST_HYPOTHYROIDISM",0.104,0.009,0.087,0.123,0,0,1051,1025,NaN
"Cluster 20, FIRST_LIVER_DISEASE",0.061,0.008,0.046,0.076,0,0,1105,983,NaN
"Cluster 20, FIRST_LYMPHOMA",0.038,0.006,0.026,0.049,0,0,964,905,NaN
"Cluster 20, FIRST_METASTATIC_CANCER",0.02,0.005,0.01,0.03,0,0,864,822,NaN
"Cluster 20, FIRST_OBESITY",0.061,0.009,0.046,0.081,0,0,867,990,NaN
"Cluster 20, FIRST_OND",0.132,0.012,0.107,0.155,0,0,883,944,NaN
"Cluster 20, FIRST_PARALYSIS",0.05,0.006,0.039,0.063,0,0,1073,1045,NaN
"Cluster 20, FIRST_PEP_ULCER",0.055,0.007,0.042,0.07,0,0,964,899,NaN
"Cluster 20, FIRST_PVD",0.216,0.013,0.19,0.241,0,0,1047,1021,NaN
"Cluster 20, FIRST_PSYCHOSES",0.007,0.003,0.003,0.012,0,0,1051,1069,NaN
"Cluster 20, FIRST_PCD",0.061,0.008,0.045,0.076,0,0,959,944,NaN
"Cluster 20, FIRST_RENAL_DISEASE",0.992,0.006,0.98,0.998,0,0,981,1020,NaN
"Cluster 20, FIRST_RA",0.051,0.006,0.04,0.064,0,0,951,870,NaN
"Cluster 20, FIRST_CANCER",0.148,0.013,0.123,0.173,0,0,963,792,NaN
"Cluster 20, FIRST_VALVULAR_DISEASE",0.221,0.014,0.197,0.252,0,0,1107,983,NaN
"Cluster 20, FIRST_WEIGHT_LOSS",0.077,0.009,0.061,0.093,0,0,1089,925,NaN
"Cluster 21, FIRST_BL_ANAEMIA",0.001,0,0.001,0.002,0,0,891,929,NaN
"Cluster 21, FIRST_ARRYTHMIA",0.066,0.004,0.057,0.074,0,0,1013,905,NaN
"Cluster 21, FIRST_CPD",0.142,0.005,0.133,0.15,0,0,1106,1067,NaN
"Cluster 21, FIRST_CHF",0.02,0.002,0.016,0.025,0,0,1036,942,NaN
"Cluster 21, FIRST_COAGULOPATHY",0.006,0.001,0.004,0.008,0,0,952,983,NaN
"Cluster 21, FIRST_DEF_ANAEMIA",0.07,0.004,0.063,0.077,0,0,959,852,NaN
"Cluster 21, FIRST_DEPRESSION",0.204,0.006,0.193,0.215,0,0,969,1060,NaN
"Cluster 21, FIRST_DIAB_COMP",0.564,0.016,0.532,0.595,0.001,0,933,983,NaN
"Cluster 21, FIRST_DIAB",0.999,0.001,0.998,0.999,0,0,886,952,NaN
"Cluster 21, FIRST_DRUG_ABUSE",0.004,0.001,0.002,0.005,0,0,1000,952,NaN
"Cluster 21, FIRST_FED",0.037,0.003,0.032,0.044,0,0,1079,1025,NaN
"Cluster 21, FIRST_HYPERTENSION",0.662,0.006,0.65,0.674,0,0,994,1011,NaN
"Cluster 21, FIRST_HYPERTENSION_COMP",0.002,0,0.001,0.002,0,0,963,786,NaN
"Cluster 21, FIRST_HYPOTHYROIDISM",0.069,0.004,0.062,0.076,0,0,876,913,NaN
"Cluster 21, FIRST_LIVER_DISEASE",0.035,0.003,0.03,0.041,0,0,998,888,NaN
"Cluster 21, FIRST_LYMPHOMA",0.007,0.001,0.005,0.009,0,0,1195,874,NaN
"Cluster 21, FIRST_METASTATIC_CANCER",0.001,0,0.001,0.002,0,0,1074,918,NaN
"Cluster 21, FIRST_OBESITY",0.29,0.006,0.281,0.303,0,0,1050,872,NaN
"Cluster 21, FIRST_OND",0.087,0.004,0.079,0.095,0,0,1020,914,NaN
"Cluster 21, FIRST_PARALYSIS",0.007,0.001,0.005,0.009,0,0,968,941,NaN
"Cluster 21, FIRST_PEP_ULCER",0.019,0.002,0.016,0.023,0,0,904,905,NaN
"Cluster 21, FIRST_PVD",0.065,0.003,0.059,0.072,0,0,1096,983,NaN
"Cluster 21, FIRST_PSYCHOSES",0.008,0.001,0.006,0.01,0,0,1147,948,NaN
"Cluster 21, FIRST_PCD",0.01,0.001,0.007,0.012,0,0,889,914,NaN
"Cluster 21, FIRST_RENAL_DISEASE",0.101,0.004,0.092,0.108,0,0,931,837,NaN
"Cluster 21, FIRST_RA",0.031,0.002,0.027,0.036,0,0,775,938,NaN
"Cluster 21, FIRST_CANCER",0.138,0.005,0.129,0.147,0,0,954,814,NaN
"Cluster 21, FIRST_VALVULAR_DISEASE",0.017,0.002,0.013,0.021,0,0,918,974,NaN
"Cluster 21, FIRST_WEIGHT_LOSS",0.058,0.003,0.053,0.065,0,0,963,877,NaN
"Cluster 22, FIRST_BL_ANAEMIA",0.002,0,0.001,0.002,0,0,782,898,NaN
"Cluster 22, FIRST_ARRYTHMIA",0.092,0.005,0.082,0.101,0,0,899,908,NaN
"Cluster 22, FIRST_CPD",0.117,0.006,0.105,0.129,0,0,848,787,NaN
"Cluster 22, FIRST_CHF",0.003,0.001,0.001,0.005,0,0,910,901,NaN
"Cluster 22, FIRST_COAGULOPATHY",0.008,0.001,0.006,0.01,0,0,917,693,NaN
"Cluster 22, FIRST_DEF_ANAEMIA",0.072,0.004,0.065,0.08,0,0,863,973,NaN
"Cluster 22, FIRST_DEPRESSION",0.107,0.005,0.099,0.117,0,0,895,814,NaN
"Cluster 22, FIRST_DIAB_COMP",0.001,0,0.001,0.001,0,0,851,844,NaN
"Cluster 22, FIRST_DIAB",0.102,0.005,0.093,0.113,0,0,1020,841,NaN
"Cluster 22, FIRST_DRUG_ABUSE",0.001,0,0.001,0.002,0,0,689,954,NaN
"Cluster 22, FIRST_FED",0.046,0.003,0.04,0.053,0,0,1130,1026,NaN
"Cluster 22, FIRST_HYPERTENSION",0.407,0.01,0.388,0.427,0,0,951,1024,NaN
"Cluster 22, FIRST_HYPERTENSION_COMP",0.001,0,0.001,0.001,0,0,987,1017,NaN
"Cluster 22, FIRST_HYPOTHYROIDISM",0.06,0.003,0.054,0.066,0,0,966,905,NaN
"Cluster 22, FIRST_LIVER_DISEASE",0.026,0.002,0.022,0.03,0,0,662,806,NaN
"Cluster 22, FIRST_LYMPHOMA",0.015,0.001,0.012,0.018,0,0,783,698,NaN
"Cluster 22, FIRST_METASTATIC_CANCER",0.277,0.009,0.259,0.295,0,0,1077,1026,NaN
"Cluster 22, FIRST_OBESITY",0.081,0.004,0.075,0.089,0,0,1091,1019,NaN
"Cluster 22, FIRST_OND",0.077,0.004,0.069,0.085,0,0,903,981,NaN
"Cluster 22, FIRST_PARALYSIS",0.003,0.001,0.002,0.004,0,0,977,881,NaN
"Cluster 22, FIRST_PEP_ULCER",0.019,0.002,0.015,0.023,0,0,985,908,NaN
"Cluster 22, FIRST_PVD",0.037,0.002,0.032,0.042,0,0,958,1026,NaN
"Cluster 22, FIRST_PSYCHOSES",0.002,0.001,0.001,0.002,0,0,967,889,NaN
"Cluster 22, FIRST_PCD",0.027,0.002,0.023,0.032,0,0,916,868,NaN
"Cluster 22, FIRST_RENAL_DISEASE",0.073,0.004,0.064,0.081,0,0,944,975,NaN
"Cluster 22, FIRST_RA",0.044,0.002,0.039,0.048,0,0,932,971,NaN
"Cluster 22, FIRST_CANCER",0.998,0.001,0.997,0.999,0,0,779,868,NaN
"Cluster 22, FIRST_VALVULAR_DISEASE",0.025,0.002,0.021,0.03,0,0,1021,907,NaN
"Cluster 22, FIRST_WEIGHT_LOSS",0.052,0.003,0.047,0.059,0,0,881,800,NaN
"Cluster 23, FIRST_BL_ANAEMIA",0.001,0,0.001,0.001,0,0,1011,738,NaN
"Cluster 23, FIRST_ARRYTHMIA",0.093,0.002,0.088,0.097,0,0,1015,1023,NaN
"Cluster 23, FIRST_CPD",0.128,0.003,0.122,0.133,0,0,1071,918,NaN
"Cluster 23, FIRST_CHF",0.012,0.001,0.011,0.014,0,0,852,943,NaN
"Cluster 23, FIRST_COAGULOPATHY",0.002,0,0.002,0.003,0,0,875,881,NaN
"Cluster 23, FIRST_DEF_ANAEMIA",0.031,0.001,0.028,0.033,0,0,1014,764,NaN
"Cluster 23, FIRST_DEPRESSION",0.096,0.002,0.092,0.101,0,0,913,954,NaN
"Cluster 23, FIRST_DIAB_COMP",0.003,0,0.002,0.003,0,0,800,849,NaN
"Cluster 23, FIRST_DIAB",0.138,0.003,0.132,0.144,0,0,1025,926,NaN
"Cluster 23, FIRST_DRUG_ABUSE",0.002,0,0.001,0.002,0,0,925,904,NaN
"Cluster 23, FIRST_FED",0.029,0.001,0.026,0.031,0,0,1024,906,NaN
"Cluster 23, FIRST_HYPERTENSION",0.998,0.001,0.997,0.999,0,0,1030,856,NaN
"Cluster 23, FIRST_HYPERTENSION_COMP",0.001,0,0.001,0.002,0,0,900,884,NaN
"Cluster 23, FIRST_HYPOTHYROIDISM",0.062,0.001,0.059,0.065,0,0,933,846,NaN
"Cluster 23, FIRST_LIVER_DISEASE",0.014,0.001,0.012,0.015,0,0,945,845,NaN
"Cluster 23, FIRST_LYMPHOMA",0.005,0,0.004,0.006,0,0,884,992,NaN
"Cluster 23, FIRST_METASTATIC_CANCER",0.001,0,0.001,0.001,0,0,1031,908,NaN
"Cluster 23, FIRST_OBESITY",0.087,0.002,0.083,0.091,0,0,1014,940,NaN
"Cluster 23, FIRST_OND",0.035,0.002,0.03,0.039,0,0,1044,829,NaN
"Cluster 23, FIRST_PARALYSIS",0.006,0.001,0.005,0.007,0,0,889,979,NaN
"Cluster 23, FIRST_PEP_ULCER",0.014,0.001,0.012,0.015,0,0,1078,921,NaN
"Cluster 23, FIRST_PVD",0.039,0.001,0.037,0.041,0,0,907,875,NaN
"Cluster 23, FIRST_PSYCHOSES",0.001,0,0.001,0.001,0,0,932,983,NaN
"Cluster 23, FIRST_PCD",0.008,0.001,0.007,0.009,0,0,934,1001,NaN
"Cluster 23, FIRST_RENAL_DISEASE",0.046,0.002,0.042,0.05,0,0,954,983,NaN
"Cluster 23, FIRST_RA",0.024,0.001,0.021,0.025,0,0,899,983,NaN
"Cluster 23, FIRST_CANCER",0.107,0.003,0.101,0.114,0,0,1084,1024,NaN
"Cluster 23, FIRST_VALVULAR_DISEASE",0.026,0.001,0.024,0.028,0,0,1022,842,NaN
"Cluster 23, FIRST_WEIGHT_LOSS",0.017,0.001,0.015,0.019,0,0,1019,819,NaN
"Cluster 24, FIRST_BL_ANAEMIA",0.001,0,0.001,0.001,0,0,950,869,NaN
"Cluster 24, FIRST_ARRYTHMIA",0.697,0.007,0.685,0.711,0,0,910,942,NaN
"Cluster 24, FIRST_CPD",0.172,0.005,0.162,0.183,0,0,837,937,NaN
"Cluster 24, FIRST_CHF",0.407,0.009,0.389,0.424,0,0,1062,1026,NaN
"Cluster 24, FIRST_COAGULOPATHY",0.011,0.001,0.009,0.014,0,0,1021,910,NaN
"Cluster 24, FIRST_DEF_ANAEMIA",0.059,0.003,0.054,0.067,0,0,973,982,NaN
"Cluster 24, FIRST_DEPRESSION",0.089,0.003,0.083,0.095,0,0,963,914,NaN
"Cluster 24, FIRST_DIAB_COMP",0.001,0,0.001,0.002,0,0,774,698,NaN
"Cluster 24, FIRST_DIAB",0.098,0.005,0.089,0.107,0,0,948,906,NaN
"Cluster 24, FIRST_DRUG_ABUSE",0.004,0.001,0.003,0.005,0,0,960,906,NaN
"Cluster 24, FIRST_FED",0.105,0.004,0.097,0.113,0,0,961,878,NaN
"Cluster 24, FIRST_HYPERTENSION",0.59,0.005,0.58,0.6,0,0,978,877,NaN
"Cluster 24, FIRST_HYPERTENSION_COMP",0.008,0.001,0.006,0.01,0,0,1037,1025,NaN
"Cluster 24, FIRST_HYPOTHYROIDISM",0.07,0.003,0.065,0.076,0,0,1036,1033,NaN
"Cluster 24, FIRST_LIVER_DISEASE",0.016,0.001,0.013,0.019,0,0,925,942,NaN
"Cluster 24, FIRST_LYMPHOMA",0.007,0.001,0.005,0.01,0,0,937,1026,NaN
"Cluster 24, FIRST_METASTATIC_CANCER",0.001,0,0.001,0.002,0,0,1054,965,NaN
"Cluster 24, FIRST_OBESITY",0.1,0.003,0.094,0.106,0,0,1078,881,NaN
"Cluster 24, FIRST_OND",0.193,0.004,0.185,0.202,0,0,1177,1026,NaN
"Cluster 24, FIRST_PARALYSIS",0.016,0.002,0.014,0.019,0,0,961,1067,NaN
"Cluster 24, FIRST_PEP_ULCER",0.012,0.002,0.01,0.016,0,0,943,954,NaN
"Cluster 24, FIRST_PVD",0.106,0.003,0.101,0.112,0,0,1113,939,NaN
"Cluster 24, FIRST_PSYCHOSES",0.004,0.001,0.003,0.006,0,0,936,935,NaN
"Cluster 24, FIRST_PCD",0.052,0.002,0.047,0.056,0,0,1000,949,NaN
"Cluster 24, FIRST_RENAL_DISEASE",0.123,0.004,0.115,0.131,0,0,965,870,NaN
"Cluster 24, FIRST_RA",0.033,0.002,0.029,0.037,0,0,957,978,NaN
"Cluster 24, FIRST_CANCER",0.125,0.004,0.118,0.133,0,0,1034,855,NaN
"Cluster 24, FIRST_VALVULAR_DISEASE",0.33,0.006,0.318,0.343,0,0,1054,919,NaN
"Cluster 24, FIRST_WEIGHT_LOSS",0.026,0.002,0.022,0.03,0,0,790,809,NaN
"Cluster 25, FIRST_BL_ANAEMIA",0.002,0.001,0.001,0.004,0,0,891,868,NaN
"Cluster 25, FIRST_ARRYTHMIA",0.659,0.016,0.627,0.689,0.001,0,1082,873,NaN
"Cluster 25, FIRST_CPD",0.299,0.012,0.278,0.321,0,0,1122,979,NaN
"Cluster 25, FIRST_CHF",0.404,0.016,0.373,0.435,0,0,1040,1017,NaN
"Cluster 25, FIRST_COAGULOPATHY",0.015,0.003,0.011,0.021,0,0,916,834,NaN
"Cluster 25, FIRST_DEF_ANAEMIA",0.11,0.008,0.094,0.126,0,0,820,981,NaN
"Cluster 25, FIRST_DEPRESSION",0.163,0.009,0.147,0.183,0,0,891,819,NaN
"Cluster 25, FIRST_DIAB_COMP",0.398,0.013,0.373,0.426,0,0,975,982,NaN
"Cluster 25, FIRST_DIAB",0.997,0.003,0.992,0.999,0,0,1083,981,NaN
"Cluster 25, FIRST_DRUG_ABUSE",0.003,0.001,0.001,0.006,0,0,1038,1025,NaN
"Cluster 25, FIRST_FED",0.164,0.012,0.144,0.19,0,0,985,942,NaN
"Cluster 25, FIRST_HYPERTENSION",0.877,0.009,0.861,0.894,0,0,1085,905,NaN
"Cluster 25, FIRST_HYPERTENSION_COMP",0.005,0.002,0.002,0.009,0,0,1023,897,NaN
"Cluster 25, FIRST_HYPOTHYROIDISM",0.081,0.007,0.068,0.095,0,0,1017,1025,NaN
"Cluster 25, FIRST_LIVER_DISEASE",0.037,0.005,0.028,0.048,0,0,925,878,NaN
"Cluster 25, FIRST_LYMPHOMA",0.008,0.002,0.004,0.012,0,0,1119,892,NaN
"Cluster 25, FIRST_METASTATIC_CANCER",0.002,0.001,0.001,0.003,0,0,993,817,NaN
"Cluster 25, FIRST_OBESITY",0.335,0.012,0.313,0.357,0,0,893,908,NaN
"Cluster 25, FIRST_OND",0.324,0.012,0.3,0.346,0,0,933,983,NaN
"Cluster 25, FIRST_PARALYSIS",0.039,0.005,0.03,0.049,0,0,844,849,NaN
"Cluster 25, FIRST_PEP_ULCER",0.027,0.004,0.02,0.036,0,0,1027,908,NaN
"Cluster 25, FIRST_PVD",0.185,0.009,0.167,0.202,0,0,1028,937,NaN
"Cluster 25, FIRST_PSYCHOSES",0.008,0.002,0.004,0.012,0,0,976,981,NaN
"Cluster 25, FIRST_PCD",0.062,0.006,0.051,0.075,0,0,996,843,NaN
"Cluster 25, FIRST_RENAL_DISEASE",0.245,0.015,0.215,0.272,0,0,1057,936,NaN
"Cluster 25, FIRST_RA",0.044,0.005,0.034,0.054,0,0,917,936,NaN
"Cluster 25, FIRST_CANCER",0.201,0.01,0.182,0.219,0,0,1012,1026,NaN
"Cluster 25, FIRST_VALVULAR_DISEASE",0.278,0.012,0.256,0.302,0,0,1047,920,NaN
"Cluster 25, FIRST_WEIGHT_LOSS",0.049,0.006,0.037,0.061,0,0,857,939,NaN
"Cluster 26, FIRST_BL_ANAEMIA",0.002,0.001,0.001,0.003,0,0,887,908,NaN
"Cluster 26, FIRST_ARRYTHMIA",0.052,0.004,0.045,0.061,0,0,931,983,NaN
"Cluster 26, FIRST_CPD",0.195,0.009,0.18,0.211,0,0,908,924,NaN
"Cluster 26, FIRST_CHF",0.009,0.002,0.005,0.012,0,0,975,768,NaN
"Cluster 26, FIRST_COAGULOPATHY",0.01,0.002,0.007,0.014,0,0,899,941,NaN
"Cluster 26, FIRST_DEF_ANAEMIA",0.051,0.004,0.043,0.059,0,0,1007,951,NaN
"Cluster 26, FIRST_DEPRESSION",0.879,0.01,0.861,0.899,0,0,1114,1071,NaN
"Cluster 26, FIRST_DIAB_COMP",0.001,0,0.001,0.002,0,0,1081,1023,NaN
"Cluster 26, FIRST_DIAB",0.072,0.005,0.063,0.081,0,0,916,872,NaN
"Cluster 26, FIRST_DRUG_ABUSE",0.178,0.007,0.165,0.191,0,0,881,860,NaN
"Cluster 26, FIRST_FED",0.062,0.004,0.054,0.072,0,0,1039,744,NaN
"Cluster 26, FIRST_HYPERTENSION",0.185,0.008,0.169,0.201,0,0,1032,918,NaN
"Cluster 26, FIRST_HYPERTENSION_COMP",0.001,0,0.001,0.002,0,0,937,850,NaN
"Cluster 26, FIRST_HYPOTHYROIDISM",0.046,0.004,0.04,0.054,0,0,1041,978,NaN
"Cluster 26, FIRST_LIVER_DISEASE",0.076,0.005,0.067,0.085,0,0,1100,948,NaN
"Cluster 26, FIRST_LYMPHOMA",0.005,0.001,0.003,0.007,0,0,917,877,NaN
"Cluster 26, FIRST_METASTATIC_CANCER",0.001,0,0.001,0.002,0,0,1051,964,NaN
"Cluster 26, FIRST_OBESITY",0.093,0.006,0.081,0.104,0,0,1046,937,NaN
"Cluster 26, FIRST_OND",0.153,0.006,0.142,0.166,0,0,1019,942,NaN
"Cluster 26, FIRST_PARALYSIS",0.018,0.002,0.014,0.022,0,0,854,904,NaN
"Cluster 26, FIRST_PEP_ULCER",0.031,0.003,0.026,0.037,0,0,970,1021,NaN
"Cluster 26, FIRST_PVD",0.021,0.002,0.017,0.026,0,0,958,942,NaN
"Cluster 26, FIRST_PSYCHOSES",0.118,0.005,0.109,0.128,0,0,860,861,NaN
"Cluster 26, FIRST_PCD",0.02,0.002,0.016,0.024,0,0,1001,868,NaN
"Cluster 26, FIRST_RENAL_DISEASE",0.012,0.002,0.008,0.017,0,0,933,1031,NaN
"Cluster 26, FIRST_RA",0.022,0.003,0.018,0.028,0,0,899,832,NaN
"Cluster 26, FIRST_CANCER",0.048,0.004,0.04,0.057,0,0,912,1024,NaN
"Cluster 26, FIRST_VALVULAR_DISEASE",0.011,0.002,0.007,0.014,0,0,873,918,NaN
"Cluster 26, FIRST_WEIGHT_LOSS",0.129,0.005,0.12,0.139,0,0,995,939,NaN
"Cluster 27, FIRST_BL_ANAEMIA",0.002,0.001,0.001,0.003,0,0,892,1052,NaN
"Cluster 27, FIRST_ARRYTHMIA",0.158,0.011,0.139,0.179,0,0,1028,981,NaN
"Cluster 27, FIRST_CPD",0.21,0.01,0.19,0.228,0,0,989,982,NaN
"Cluster 27, FIRST_CHF",0.072,0.007,0.057,0.086,0,0,960,942,NaN
"Cluster 27, FIRST_COAGULOPATHY",0.007,0.002,0.004,0.011,0,0,1010,906,NaN
"Cluster 27, FIRST_DEF_ANAEMIA",0.108,0.008,0.092,0.122,0,0,859,939,NaN
"Cluster 27, FIRST_DEPRESSION",0.145,0.009,0.128,0.161,0,0,1071,916,NaN
"Cluster 27, FIRST_DIAB_COMP",0.005,0.002,0.002,0.008,0,0,873,981,NaN
"Cluster 27, FIRST_DIAB",0.199,0.01,0.18,0.218,0,0,1040,975,NaN
"Cluster 27, FIRST_DRUG_ABUSE",0.005,0.001,0.002,0.008,0,0,1051,983,NaN
"Cluster 27, FIRST_FED",0.16,0.01,0.142,0.18,0,0,1105,874,NaN
"Cluster 27, FIRST_HYPERTENSION",0.851,0.01,0.831,0.871,0,0,1041,982,NaN
"Cluster 27, FIRST_HYPERTENSION_COMP",0.15,0.009,0.132,0.167,0,0,1052,994,NaN
"Cluster 27, FIRST_HYPOTHYROIDISM",0.16,0.008,0.145,0.176,0,0,1101,872,NaN
"Cluster 27, FIRST_LIVER_DISEASE",0.016,0.004,0.01,0.023,0,0,1028,984,NaN
"Cluster 27, FIRST_LYMPHOMA",0.017,0.003,0.012,0.023,0,0,992,825,NaN
"Cluster 27, FIRST_METASTATIC_CANCER",0.002,0.001,0.001,0.004,0,0,1006,942,NaN
"Cluster 27, FIRST_OBESITY",0.099,0.007,0.086,0.112,0,0,994,981,NaN
"Cluster 27, FIRST_OND",0.157,0.01,0.137,0.176,0,0,1078,969,NaN
"Cluster 27, FIRST_PARALYSIS",0.007,0.003,0.003,0.013,0,0,945,865,NaN
"Cluster 27, FIRST_PEP_ULCER",0.02,0.004,0.013,0.028,0,0,981,859,NaN
"Cluster 27, FIRST_PVD",0.077,0.007,0.063,0.09,0,0,959,983,NaN
"Cluster 27, FIRST_PSYCHOSES",0.01,0.002,0.006,0.014,0,0,899,992,NaN
"Cluster 27, FIRST_PCD",0.022,0.004,0.015,0.029,0,0,999,1017,NaN
"Cluster 27, FIRST_RENAL_DISEASE",0.978,0.013,0.955,0.995,0,0,1002,880,NaN
"Cluster 27, FIRST_RA",0.096,0.006,0.084,0.108,0,0,992,752,NaN
"Cluster 27, FIRST_CANCER",0.211,0.01,0.192,0.229,0,0,1055,871,NaN
"Cluster 27, FIRST_VALVULAR_DISEASE",0.05,0.006,0.037,0.062,0,0,915,1026,NaN
"Cluster 27, FIRST_WEIGHT_LOSS",0.059,0.006,0.047,0.071,0,0,998,889,NaN
"Cluster 28, FIRST_BL_ANAEMIA",0.001,0,0.001,0.001,0,0,1095,1062,NaN
"Cluster 28, FIRST_ARRYTHMIA",0.006,0.002,0.003,0.01,0,0,977,840,NaN
"Cluster 28, FIRST_CPD",0.002,0.001,0.001,0.004,0,0,1015,763,NaN
"Cluster 28, FIRST_CHF",0.002,0.001,0.001,0.003,0,0,921,1072,NaN
"Cluster 28, FIRST_COAGULOPATHY",0.001,0,0.001,0.001,0,0,1069,945,NaN
"Cluster 28, FIRST_DEF_ANAEMIA",0.001,0,0.001,0.002,0,0,1001,845,NaN
"Cluster 28, FIRST_DEPRESSION",0.011,0.002,0.008,0.015,0,0,821,788,NaN
"Cluster 28, FIRST_DIAB_COMP",0.001,0,0.001,0.001,0,0,986,983,NaN
"Cluster 28, FIRST_DIAB",0.002,0.001,0.001,0.003,0,0,937,694,NaN
"Cluster 28, FIRST_DRUG_ABUSE",0.002,0,0.001,0.003,0,0,937,1015,NaN
"Cluster 28, FIRST_FED",0.004,0.002,0.002,0.008,0,0,945,941,NaN
"Cluster 28, FIRST_HYPERTENSION",0.008,0.002,0.005,0.012,0,0,991,841,NaN
"Cluster 28, FIRST_HYPERTENSION_COMP",0.001,0,0.001,0.001,0,0,997,981,NaN
"Cluster 28, FIRST_HYPOTHYROIDISM",0.001,0,0.001,0.002,0,0,1091,1056,NaN
"Cluster 28, FIRST_LIVER_DISEASE",0.013,0.002,0.009,0.017,0,0,979,913,NaN
"Cluster 28, FIRST_LYMPHOMA",0.002,0,0.001,0.002,0,0,1070,990,NaN
"Cluster 28, FIRST_METASTATIC_CANCER",0.002,0.001,0.001,0.005,0,0,988,897,NaN
"Cluster 28, FIRST_OBESITY",0.002,0,0.001,0.002,0,0,1005,866,NaN
"Cluster 28, FIRST_OND",0.034,0.003,0.028,0.04,0,0,965,982,NaN
"Cluster 28, FIRST_PARALYSIS",0.001,0,0.001,0.002,0,0,931,935,NaN
"Cluster 28, FIRST_PEP_ULCER",0.001,0,0.001,0.002,0,0,928,1020,NaN
"Cluster 28, FIRST_PVD",0.003,0.001,0.001,0.005,0,0,871,905,NaN
